RegionID	SizeRank	RegionName	RegionType	StateName	MSAStateName
394517	565	Danville, KY	msa	KY	['KY']
395131	566	Sterling, IL	msa	IL	['IL']
753920	567	Sonora, CA	msa	CA	['CA']
394951	568	Oxford, MS	msa	MS	['MS']
394632	569	Glasgow, KY	msa	KY	['KY']
394967	570	Payson, AZ	msa	AZ	['AZ']
395204	571	Warrensburg, MO	msa	MO	['MO']
394344	572	Athens, TN	msa	TN	['TN']
394562	573	Elizabeth City, NC	msa	NC	['NC']
394861	574	Milledgeville, GA	msa	GA	['GA']
395020	575	Rexburg, ID	msa	ID	['ID']
394339	576	Ashland, OH	msa	OH	['OH']
394571	577	Enterprise, AL	msa	AL	['AL']
394717	578	Jacksonville, TX	msa	TX	['TX']
394742	579	Kerrville, TX	msa	TX	['TX']
394634	580	Gloversville, NY	msa	NY	['NY']
394604	581	Fort Leonard Wood, MO	msa	MO	['MO']
394363	582	Bartlesville, OK	msa	OK	['OK']
394538	583	Douglas, GA	msa	GA	['GA']
395073	584	Scottsboro, AL	msa	AL	['AL']
394316	585	Alice, TX	msa	TX	['TX']
394652	586	Greenville, OH	msa	OH	['OH']
394985	587	Platteville, WI	msa	WI	['WI']
394503	589	Corsicana, TX	msa	TX	['TX']
753905	590	Newport, OR	msa	OR	['OR']
395234	591	Winona, MN	msa	MN	['MN']
394933	592	Oil City, PA	msa	PA	['PA']
395029	593	Rochelle, IL	msa	IL	['IL']
395091	594	Shelbyville, TN	msa	TN	['TN']
394819	595	Malone, NY	msa	NY	['NY']
394963	596	Paris, TX	msa	TX	['TX']
395008	597	Pullman, WA	msa	WA	['WA']
394838	598	Mason City, IA	msa	IA	['IA']
394567	599	Ellensburg, WA	msa	WA	['WA']
394903	600	Natchez, MS	msa	LA	['LA']
394326	601	Amsterdam, NY	msa	NY	['NY']
394628	602	Gardnerville Ranchos, NV	msa	NV	['NV']
394625	603	Galesburg, IL	msa	IL	['IL']
394527	604	Del Rio, TX	msa	TX	['TX']
395144	605	Tahlequah, OK	msa	OK	['OK']
394548	606	Durant, OK	msa	OK	['OK']
753911	607	Ozark, AL	msa	AL	['AL']
394431	608	Cadillac, MI	msa	MI	['MI']
394478	609	Clovis, NM	msa	NM	['NM']
395097	610	Sidney, OH	msa	OH	['OH']
394878	611	Morgan City, LA	msa	LA	['LA']
394876	612	Montrose, CO	msa	CO	['CO']
394954	613	Pahrump, NV	msa	NV	['NV']
394906	614	New Castle, IN	msa	IN	['IN']
394608	615	Fort Polk South, LA	msa	LA	['LA']
394919	616	Norfolk, NE	msa	NE	['NE']
394437	617	Ca-Â¦on City, CO	msa	CO	['CO']
394739	618	Kendallville, IN	msa	IN	['IN']
394379	619	Bemidji, MN	msa	MN	['MN']
394391	620	Blackfoot, ID	msa	ID	['ID']
394504	621	Cortland, NY	msa	NY	['NY']
394887	622	Mount Sterling, KY	msa	KY	['KY']
395208	623	Washington, NC	msa	NC	['NC']
753916	624	Sandpoint, ID	msa	ID	['ID']
394918	625	Nogales, AZ	msa	AZ	['AZ']
395043	626	Ruston, LA	msa	LA	['LA']
753865	627	Bardstown, KY	msa	KY	['KY']
394477	628	Clinton, IA	msa	IA	['IA']
395017	629	Red Wing, MN	msa	MN	['MN']
394987	630	Plymouth, IN	msa	IN	['IN']
394789	631	Lewistown, PA	msa	PA	['PA']
394500	632	Cornelia, GA	msa	GA	['GA']
394886	633	Mount Pleasant, TX	msa	TX	['TX']
753904	634	Marion, NC	msa	NC	['NC']
394398	635	Bogalusa, LA	msa	LA	['LA']
395201	636	Wapakoneta, OH	msa	OH	['OH']
753889	637	Hillsdale, MI	msa	MI	['MI']
394961	638	Paragould, AR	msa	AR	['AR']
394883	639	Moultrie, GA	msa	GA	['GA']
394375	640	Bedford, IN	msa	IN	['IN']
394426	641	Burley, ID	msa	ID	['ID']
394850	642	Menomonie, WI	msa	WI	['WI']
753918	643	Shawano, WI	msa	WI	['WI']
394377	644	Bellefontaine, OH	msa	OH	['OH']
394427	646	Burlington, IA	msa	IA	['IA']
394667	647	Harrison, AR	msa	AR	['AR']
395189	648	Vicksburg, MS	msa	MS	['MS']
394677	649	Henderson, NC	msa	NC	['NC']
394817	650	Madisonville, KY	msa	KY	['KY']
394695	651	Huntingdon, PA	msa	PA	['PA']
394779	652	Lawrenceburg, TN	msa	TN	['TN']
395037	653	Rolla, MO	msa	MO	['MO']
395155	654	Thomasville, GA	msa	GA	['GA']
395034	655	Rockingham, NC	msa	NC	['NC']
394785	656	Lewisburg, PA	msa	PA	['PA']
395087	657	Seymour, IN	msa	IN	['IN']
394384	658	Big Rapids, MI	msa	MI	['MI']
394616	659	Freeport, IL	msa	IL	['IL']
394842	660	McAlester, OK	msa	OK	['OK']
394349	661	Auburn, IN	msa	IN	['IN']
394482	662	Coldwater, MI	msa	MI	['MI']
394990	663	Ponca City, OK	msa	OK	['OK']
395129	664	Stephenville, TX	msa	TX	['TX']
395228	665	Willmar, MN	msa	MN	['MN']
394545	666	Duncan, OK	msa	OK	['OK']
394448	667	Cedartown, GA	msa	GA	['GA']
394476	669	Clewiston, FL	msa	FL	['FL']
395032	670	Rock Springs, WY	msa	WY	['WY']
394297	671	Aberdeen, SD	msa	SD	['SD']
395081	672	Sedalia, MO	msa	MO	['MO']
394895	673	Muscatine, IA	msa	IA	['IA']
394934	674	Okeechobee, FL	msa	FL	['FL']
394891	675	Mountain Home, AR	msa	AR	['AR']
395230	676	Wilmington, OH	msa	OH	['OH']
394558	677	El Campo, TX	msa	TX	['TX']
394845	678	McMinnville, TN	msa	TN	['TN']
394624	679	Gainesville, TX	msa	TX	['TX']
394424	680	Bucyrus, OH	msa	OH	['OH']
394449	681	Celina, OH	msa	OH	['OH']
753866	682	Big Stone Gap, VA	msa	VA	['VA']
394881	683	Moscow, ID	msa	ID	['ID']
395158	684	Tifton, GA	msa	GA	['GA']
394341	685	Astoria, OR	msa	OR	['OR']
394409	686	Bradford, PA	msa	PA	['PA']
395082	687	Selinsgrove, PA	msa	PA	['PA']
394319	688	Alma, MI	msa	MI	['MI']
395219	689	West Plains, MO	msa	MO	['MO']
394354	690	Austin, MN	msa	MN	['MN']
394397	691	Blytheville, AR	msa	AR	['AR']
394627	692	Garden City, KS	msa	KS	['KS']
394833	693	Marshalltown, IA	msa	IA	['IA']
395026	694	Riverton, WY	msa	WY	['WY']
394894	695	Murray, KY	msa	KY	['KY']
395046	696	Safford, AZ	msa	AZ	['AZ']
394844	697	McComb, MS	msa	MS	['MS']
395178	698	Urbana, OH	msa	OH	['OH']
394771	699	Laramie, WY	msa	WY	['WY']
395203	700	Warren, PA	msa	PA	['PA']
394434	701	Cambridge, OH	msa	OH	['OH']
394981	702	Pittsburg, KS	msa	KS	['KS']
394663	703	Hannibal, MO	msa	MO	['MO']
395227	704	Williston, ND	msa	ND	['ND']
394574	705	Espa-Â¦ola, NM	msa	NM	['NM']
394335	706	Arcadia, FL	msa	FL	['FL']
394914	707	Newberry, SC	msa	SC	['SC']
394300	708	Ada, OK	msa	OK	['OK']
394507	709	Crawfordsville, IN	msa	IN	['IN']
394715	710	Jacksonville, IL	msa	IL	['IL']
394315	711	Alexandria, MN	msa	MN	['MN']
395099	712	Sikeston, MO	msa	MO	['MO']
394560	713	El Dorado, AR	msa	AR	['AR']
394799	714	Lock Haven, PA	msa	PA	['PA']
394522	716	DeRidder, LA	msa	LA	['LA']
394526	717	Defiance, OH	msa	OH	['OH']
394904	718	Natchitoches, LA	msa	LA	['LA']
394422	719	Brownwood, TX	msa	TX	['TX']
394654	720	Greenwood, MS	msa	MS	['MS']
394745	721	Kill Devil Hills, NC	msa	NC	['NC']
394801	722	Logansport, IN	msa	IN	['IN']
395072	723	Scottsbluff, NE	msa	NE	['NE']
394690	724	Houghton, MI	msa	MI	['MI']
394888	725	Mount Vernon, IL	msa	IL	['IL']
395137	726	Sulphur Springs, TX	msa	TX	['TX']
394554	728	Easton, MD	msa	MD	['MD']
395069	729	Sault Ste. Marie, MI	msa	MI	['MI']
394499	730	Corinth, MS	msa	MS	['MS']
394840	731	Mayfield, KY	msa	KY	['KY']
394370	732	Bay City, TX	msa	TX	['TX']
394436	733	Campbellsville, KY	msa	KY	['KY']
394550	734	Dyersburg, TN	msa	TN	['TN']
394948	735	Owatonna, MN	msa	MN	['MN']
394385	736	Big Spring, TX	msa	TX	['TX']
395192	737	Vincennes, IN	msa	IN	['IN']
394506	738	Coshocton, OH	msa	OH	['OH']
394696	739	Huntington, IN	msa	IN	['IN']
394915	741	Newport, TN	msa	TN	['TN']
394617	742	Fremont, NE	msa	NE	['NE']
395083	743	Selma, AL	msa	AL	['AL']
394713	744	Jackson, WY	msa	WY	['WY']
395191	745	Vidalia, GA	msa	GA	['GA']
395187	746	Vernal, UT	msa	UT	['UT']
394781	749	Lebanon, MO	msa	MO	['MO']
394525	750	Decatur, IN	msa	IN	['IN']
394413	751	Brenham, TX	msa	TX	['TX']
394702	752	Hutchinson, MN	msa	MN	['MN']
394569	753	Emporia, KS	msa	KS	['KS']
394573	754	Escanaba, MI	msa	MI	['MI']
394419	755	Brookings, SD	msa	SD	['SD']
394920	756	North Platte, NE	msa	NE	['NE']
394992	757	Pontiac, IL	msa	IL	['IL']
394382	758	Bennington, VT	msa	VT	['VT']
394973	759	Peru, IN	msa	IN	['IN']
394430	760	Butte, MT	msa	MT	['MT']
394786	761	Lewisburg, TN	msa	TN	['TN']
394947	762	Ottumwa, IA	msa	IA	['IA']
394331	763	Angola, IN	msa	IN	['IN']
394777	764	Laurinburg, NC	msa	NC	['NC']
845172	765	Winfield, KS	msa	KS	['KS']
394414	766	Brevard, NC	msa	NC	['NC']
394324	767	Americus, GA	msa	GA	['GA']
395211	768	Watertown, SD	msa	SD	['SD']
394557	769	Effingham, IL	msa	IL	['IL']
395084	770	Seneca Falls, NY	msa	NY	['NY']
394417	771	Brookhaven, MS	msa	MS	['MS']
753902	772	Malvern, AR	msa	AR	['AR']
394535	773	Dixon, IL	msa	IL	['IL']
395207	774	Washington, IN	msa	IN	['IN']
753878	775	Dayton, TN	msa	TN	['TN']
394491	776	Columbus, NE	msa	NE	['NE']
394835	777	Martin, TN	msa	TN	['TN']
394536	779	Dodge City, KS	msa	KS	['KS']
394533	780	Dickinson, ND	msa	ND	['ND']
395165	781	Troy, AL	msa	AL	['AL']
394984	782	Plainview, TX	msa	TX	['TX']
395149	783	Taos, NM	msa	NM	['NM']
394376	784	Beeville, TX	msa	TX	['TX']
753892	785	Jackson, OH	msa	OH	['OH']
394613	786	Frankfort, IN	msa	IN	['IN']
394815	787	Madison, IN	msa	IN	['IN']
395150	788	Taylorville, IL	msa	IL	['IL']
394962	789	Paris, TN	msa	TN	['TN']
394433	790	Cambridge, MD	msa	MD	['MD']
394730	791	Juneau, AK	msa	AK	['AK']
845166	792	Mount Gay, WV	msa	WV	['WV']
394774	793	Las Vegas, NM	msa	NM	['NM']
394481	794	Coffeyville, KS	msa	KS	['KS']
394670	795	Hastings, NE	msa	NE	['NE']
394383	797	Berlin, NH	msa	NH	['NH']
394855	798	Miami, OK	msa	OK	['OK']
395093	799	Sheridan, WY	msa	WY	['WY']
395196	800	Wabash, IN	msa	IN	['IN']
394749	801	Kingsville, TX	msa	TX	['TX']
753871	802	Breckenridge, CO	msa	CO	['CO']
394310	804	Albert Lea, MN	msa	MN	['MN']
395176	806	Union City, TN	msa	TN	['TN']
394725	807	Jesup, GA	msa	GA	['GA']
395141	808	Susanville, CA	msa	CA	['CA']
394751	809	Kirksville, MO	msa	MO	['MO']
394708	811	Iron Mountain, MI	msa	MI	['MI']
394864	813	Mineral Wells, TX	msa	TX	['TX']
394812	814	Macomb, IL	msa	IL	['IL']
753901	815	Ludington, MI	msa	MI	['MI']
394606	816	Fort Morgan, CO	msa	CO	['CO']
394740	817	Kennett, MO	msa	MO	['MO']
394673	818	Hays, KS	msa	KS	['KS']
753926	819	Weatherford, OK	msa	OK	['OK']
395206	820	Washington Court House, OH	msa	OH	['OH']
394846	821	McPherson, KS	msa	KS	['KS']
753879	822	Elkins, WV	msa	WV	['WV']
394795	823	Lincoln, IL	msa	IL	['IL']
394435	824	Camden, AR	msa	AR	['AR']
394320	825	Alpena, MI	msa	MI	['MI']
395185	826	Van Wert, OH	msa	OH	['OH']
394508	828	Crescent City, CA	msa	CA	['CA']
394921	829	North Vernon, IN	msa	IN	['IN']
394892	830	Mountain Home, ID	msa	ID	['ID']
395100	831	Silver City, NM	msa	NM	['NM']
394615	833	Fredericksburg, TX	msa	TX	['TX']
395214	835	Wauchula, FL	msa	FL	['FL']
395181	836	Uvalde, TX	msa	TX	['TX']
394649	837	Greensburg, IN	msa	IN	['IN']
394758	838	La Grande, OR	msa	OR	['OR']
395154	839	Thomaston, GA	msa	GA	['GA']
394356	840	Bainbridge, GA	msa	GA	['GA']
753923	841	The Dalles, OR	msa	OR	['OR']
395110	843	Spearfish, SD	msa	SD	['SD']
395159	844	Toccoa, GA	msa	GA	['GA']
753909	845	Ottawa, KS	msa	KS	['KS']
394643	846	Great Bend, KS	msa	KS	['KS']
394381	847	Bennettsville, SC	msa	SC	['SC']
753921	848	Steamboat Springs, CO	msa	CO	['CO']
394791	849	Lexington, NE	msa	NE	['NE']
394858	850	Middlesborough, KY	msa	KY	['KY']
394584	851	Fallon, NV	msa	NV	['NV']
394830	852	Marshall, MN	msa	MN	['MN']
395004	853	Prineville, OR	msa	OR	['OR']
394912	854	New Ulm, MN	msa	MN	['MN']
395138	855	Summerville, GA	msa	GA	['GA']
394854	856	Mexico, MO	msa	MO	['MO']
394706	857	Indianola, MS	msa	MS	['MS']
394601	858	Forrest City, AR	msa	AR	['AR']
753884	859	Hailey, ID	msa	ID	['ID']
394869	860	Moberly, MO	msa	MO	['MO']
394322	861	Altus, OK	msa	OK	['OK']
394529	862	Deming, NM	msa	NM	['NM']
395236	865	Woodward, OK	msa	OK	['OK']
394818	866	Magnolia, AR	msa	AR	['AR']
394418	867	Brookings, OR	msa	OR	['OR']
394868	868	Mitchell, SD	msa	SD	['SD']
394687	869	Hood River, OR	msa	OR	['OR']
394784	870	Levelland, TX	msa	TX	['TX']
394494	871	Connersville, IN	msa	IN	['IN']
394831	872	Marshall, MO	msa	MO	['MO']
395241	873	Yankton, SD	msa	SD	['SD']
394959	874	Pampa, TX	msa	TX	['TX']
394945	875	Oskaloosa, IA	msa	IA	['IA']
395198	876	Wahpeton, ND	msa	ND	['ND']
394337	877	Arkadelphia, AR	msa	AR	['AR']
394498	878	Cordele, GA	msa	GA	['GA']
395130	879	Sterling, CO	msa	CO	['CO']
394837	880	Maryville, MO	msa	MO	['MO']
394564	882	Elk City, OK	msa	OK	['OK']
394371	883	Beatrice, NE	msa	NE	['NE']
395239	884	Worthington, MN	msa	MN	['MN']
395014	885	Raymondville, TX	msa	TX	['TX']
394793	886	Liberal, KS	msa	KS	['KS']
753914	887	Port Lavaca, TX	msa	TX	['TX']
394403	889	Borger, TX	msa	TX	['TX']
394544	890	Dumas, TX	msa	TX	['TX']
394656	891	Grenada, MS	msa	MS	['MS']
394718	892	Jamestown, ND	msa	ND	['ND']
394979	894	Pierre, SD	msa	SD	['SD']
394578	896	Evanston, WY	msa	WY	['WY']
753908	897	Othello, WA	msa	WA	['WA']
394659	898	Guymon, OK	msa	OK	['OK']
395135	901	Storm Lake, IA	msa	IA	['IA']
394965	902	Parsons, KS	msa	KS	['KS']
394805	904	Los Alamos, NM	msa	NM	['NM']
394330	906	Andrews, TX	msa	TX	['TX']
394996	907	Portales, NM	msa	NM	['NM']
753880	908	Fairfield, IA	msa	IA	['IA']
394678	909	Hereford, TX	msa	TX	['TX']
395112	910	Spirit Lake, IA	msa	IA	['IA']
753925	911	Vineyard Haven, MA	msa	MA	['MA']
394676	912	Helena, AR	msa	AR	['AR']
394841	913	Maysville, KY	msa	KY	['KY']
753927	915	Winnemucca, NV	msa	NV	['NV']
395104	916	Snyder, TX	msa	TX	['TX']
394594	917	Fitzgerald, GA	msa	GA	['GA']
394968	918	Pecos, TX	msa	TX	['TX']
394342	919	Atchison, KS	msa	KS	['KS']
395111	920	Spencer, IA	msa	IA	['IA']
395142	921	Sweetwater, TX	msa	TX	['TX']
395186	922	Vermillion, SD	msa	SD	['SD']
753929	923	Zapata, TX	msa	TX	['TX']
394743	924	Ketchikan, AK	msa	AK	['AK']
753874	925	Craig, CO	msa	CO	['CO']
394767	926	Lamesa, TX	msa	TX	['TX']
395188	927	Vernon, TX	msa	TX	['TX']
